name frequency mean_age
rosa paula 51 46.1
rosane 51 40.6
ruoxi 51 5.6
ruth marina 51 43.9
ruth mery 51 41.8
sandra edith 51 42.4
sandra marisol 51 38
sara andreea 51 4.3
sara esperanza 51 33.4
sara lorena 51 22.7
sara rosario 51 38.2
shiqi 51 8.2
shuzhen 51 36.9
sihem 51 32.9
silvia mabel 51 48.7
silvia roxana 51 40.2
sinead 51 22.5
stanislawa 51 60
susana marta 51 50.6
susy 51 36.7
suying 51 44.3
taciana 51 40.5
tiara 51 9.1
tinixara 51 23.9
vanessa estefania 51 21.5
velia 51 46.1
veronica jesus 51 37
virtudes maria 51 46.9
walaa 51 9.5
xinyao 51 6.7
yanis 51 17.2
yelitza 51 25.3
yolanda belen 51 41.9
yolanda lucia 51 41.8
yuli andrea 51 28.8
aby 50 26.7
adelina elena 50 20.1
adoracion rey 50 44.9
adriana mariana 50 32.7
afshan 50 29.7
agustina carmen 50 63.1
ailian 50 46.9
aisatou 50 10.7
aisha maria 50 9.3
aladina 50 72
alicia carolina 50 34.1
alina loredana 50 29.9
almira 50 47.3
ana flora 50 48.8
ana georgina 50 40.5
ana hilda 50 47.7
ana maria victoria 50 58.9
andrea liliana 50 32.7
andrea rosa 50 40.8
andreea florina 50 19.9
angie nicole 50 11.4
anna julia 50 18.1
attenery 50 16.1
barbara lucia 50 30.1
barbara pilar 50 37.3
beatriz patricia 50 39
capitolina 50 73.8
carmen covadonga 50 45.1
carol elizabeth 50 53.1
carolina pino 50 24.6
catalina inmaculada 50 43.2
chahrazed 50 27
chunying 50 45.8
cinthia elizabeth 50 29.8
clara antonia 50 53.5
claude 50 66.9
claudia ioana 50 26.2
comfort 50 39.1
conceiçao 50 55.7
consuelo dolores 50 61.5
cristina claudia 50 31.2
cristina noemi 50 37
daniela andreea 50 20.7
daniela soledad 50 29.9
dedicacion 50 76.2
donya 50 15.4
dorila 50 61.9
elena alejandra 50 29.3
elisa margarita 50 47.3
eloisa carmen 50 50.8
elsa esther 50 52.4
elsa isabel 50 45.4
estela beatriz 50 50
fedoua 50 27.4
fengying 50 47
florida 50 56.4
francisca emilia 50 58.4
gladis maria 50 42.6
gloria alejandra 50 32.6
ines elena 50 37.2
ioana bianca 50 18.3
ioana madalina 50 22.5
ione miren 50 42.8
isabel elisa 50 47.1
isabel virginia 50 45.4
isabela maria 50 10.1
izara 50 8.9
jarmila 50 45.7
jayone 50 41.6
joan elizabeth 50 68.8
johanna marcela 50 29.7
josefa andrea 50 56.6
juana magdalena 50 51.5
juana maria carmen 50 65.3
julia lucia 50 36.6
junko 50 46.9
karina carmen 50 33.6
karla gabriela 50 23.1
karla lorena 50 25.8
laura amparo 50 32.1
laura angela 50 31
laura leonor 50 34.7
layan 50 2.4
leticia pino 50 27.7
lilly 50 40.2
lorena pino 50 25.6
lorena soledad 50 34.2
lourdes teresa 50 48
lucidia 50 69.2
luisa raquel 50 43.8
maria asela 50 48.1
maria banesa 50 35.8
maria carmen paloma 50 59.1
maria clementa 50 51.4
maria electra 50 65.9
maria escarlata 50 37.3
maria lucina 50 65.3
maria pacita 50 70.9
maria petrona 50 45.9
maria pilar lourdes 50 58.1
maria zocueca 50 49
mariana cecilia 50 38.8
mariana lucia 50 30.9
marta josefa 50 52.2
marta silvia 50 42.2
martha leonor 50 44.8
maryse 50 60.7
matilde dolores 50 61.9
melania carmen 50 25.4
melisa maria 50 22.9
micaela belen 50 16.8
michelle marie 50 38.2
miladys 50 43.4
milagros concepcion 50 54.2
milagros rosario 50 44.4
milagros teresa 50 54.5
miriam pino 50 23
monica natalia 50 31.9
muskan 50 9.3
nadjet 50 32.7
natalia jesus 50 35.9
natalia victoria 50 27.5
nayra carmen 50 26.4
neha 50 22
ngone 50 25.3
nidal 50 16.6
nikoletta 50 29
noelia teresa 50 29.5
oiana 50 31
olga alicia 50 49.7
palmira maria 50 53.6
pamela anne 50 65.1
patricia marta 50 35.5
patricia may 50 68.7
priyanka 50 18.8
qun 50 33.8
ramona ioana 50 30.5
ramona pilar 50 61.8
raquel noemi 50 35.6
raquel yolanda 50 44.8
reka 50 29.5
rocio alejandra 50 22.7
rosa alejandrina 50 46.7
rosa azucena 50 47.7
rosa elia 50 50.1
rosa eulalia 50 52.1
rosa natalia 50 37.6
rosa pino 50 48.2
rosario esperanza 50 48.6
roseline 50 37.3
sandra mary 50 62.4
saray carmen 50 18.4
shufang 50 42.2
silvana patricia 50 34.9
silvia marta 50 44.1
silvia montserrat 50 42.8
simeona 50 59.8
sofia esther 50 34.2
souadia 50 55.7
stacey 50 19.3
stacy 50 11.4
sucaina 50 17.8
teresa elvira 50 50.5
tleitmas 50 63.7
valerie jean 50 69.5
victoria soledad 50 33.1
xiaozhu 50 42.2
yanfang 50 35
yaumara 50 36.9
yimei 50 36.7
yuehua 50 49.1
yuki 50 32
zonia 50 42.1
ainhoa alexandra 49 6.3
ainhoa isabel 49 13.9
alexandra veronica 49 27.4
alina diana 49 26.2
alina simona 49 31.5
aman 49 19
ana adoracion 49 45
ana maritza 49 43.8
andrea vanessa 49 24.4
angela cecilia 49 41.9
angela custodia 49 62.6
angela paola 49 26.7
angela vanesa 49 31.5
anne margaret 49 61.5
arlinda 49 47.6
armida 49 52.3
assunta 49 53.9
azucena carmen 49 52.2
baselisa 49 72.8
beatriz marta 49 44.8
belen pilar 49 31.2
bella gema 49 29.6
bernardette 49 48.7
bianca cristina 49 19.3
bianca stefania 49 12.5
biviana 49 46.2
blanca eugenia 49 43.4
blanca nidia 49 47.9
carla veronica 49 33.2
carmen aida 49 52.5
carolina belen 49 24.7
carolina rosario 49 35.1
catalina rosario 49 50.7
caty 49 34.5
cezarina 49 37.1
charlotte elizabeth 49 27.3
claudia virginia 49 33.8
corsina 49 71.8
dali 49 43.1
daniela adriana 49 27.2
danna valentina 49 5.7
dayana elizabeth 49 16.6
dieguina 49 59.5
elena silvia 49 37.6
elizabeth margaret 49 63.2
elsira 49 66.4
esperanza triana 49 17.3
estrella belen 49 30.7
eva concepcion 49 39.4
eva natalia 49 30.9
ez zahra 49 37.4
fatima teresa 49 35.8
fatou kine 49 23.5
florina alina 49 28.5
francisca aurora 49 56.6
francisca irene 49 50.7
gabriela soledad 49 28.1
gladys alicia 49 47.9
gordana 49 46.5
graciela elizabeth 49 42
hagar 49 17.5
hercilia 49 57.2
hongli 49 37.6
hongyan 49 36.7
huan 49 30.6
irma yolanda 49 48.2
isabel alexandra 49 28.8
isabel paloma 49 44.7
isabel vanessa 49 31.7
jenny maribel 49 34.6
joita 49 49.5
judite 49 47.6
kamaljit 49 36.7
katarzyna agnieszka 49 34.4
kathy 49 32.2
lamina 49 25.3
larisa andreea 49 14.8
laura leticia 49 33.5
laxmi 49 30.6
lelia 49 46
lidia susana 49 50.6
lidia victoria 49 33.9
limpia concepcion 49 36.6
lohitzune 49 24.3
luisa concepcion 49 60.4
lyn 49 50.9
magdalene 49 41.3
manuela esperanza 49 55.6
maragda 49 28.6
marcas 49 72.3
margarita irene 49 49.6
maria cathaysa 49 26
maria criptana 49 54.9
maria desideria 49 49.9
maria dorleta 49 50
maria esteban 49 63.3
maria florina 49 36.6
maria gricelda 49 42.9
maria hoz 49 41.9
maria ildefonsa 49 63.5
maria isabel pilar 49 61.4
maria joanna 49 35
maria luisa isabel 49 64.1
maria merida 49 57.8
maria silveria 49 60.2
maria stefania 49 20.5
maria tarsila 49 61.6
mariana angeles 49 42.4
mariana ines 49 39.6
maribel rocio 49 39.2
marie paule 49 57.6
marina esperanza 49 43.8
marlyn 49 40.1
marta asuncion 49 34.4
marta elizabeth 49 37.5
marta paloma 49 36.6
marta sonia 49 40.9
marta veronica 49 35.6
melanie nicole 49 14.1
mengmeng 49 20.5
mercedes jesus 49 47.5
milagros jesus 49 43.7
miren agurne 49 52
mirian beatriz 49 38.8
mirta elizabeth 49 38.9
modesta maria 49 56.1
monica antonia 49 46.1
naaima 49 37.5
nadege 49 34.4
nasim 49 39.5
natalia rosa 49 37
nayua 49 18.4
neftali 49 29.9
nicoleta roxana 49 27.3
noive 49 9.4
odei 49 23.8
olga piedad 49 45.7
paola daniela 49 30.6
parvin 49 52.5
pastora rocio 49 27.1
patricia mabel 49 44.8
petra pilar 49 65.9
pilar aurora 49 54.3
pilar esperanza 49 49.7
ramona claudia 49 31.9
ranim 49 4.8
rimsha 49 15.3
rocio fatima 49 34.2
rodica elena 49 36.4
rosa aurelia 49 57.6
rosa candida 49 54.2
rosa nelly 49 49.3
rosel 49 26.7
roselyn 49 27.6
selin 49 13
sellamia 49 39.8
silvia karina 49 37.3
sinda 49 58.9
siranush 49 36.2
sofia eugenia 49 21.9
sonia angeles 49 38.3
stella carmen 49 13.2
valeria elizabeth 49 24.7
vanessa rocio 49 28.8
victoria esther 49 43.1
victoria patricia 49 34.1
viera 49 43
virginia rocio 49 28.7
xiaomin 49 36
yesica carmen 49 30.7
yin 49 29.9
yulieth 49 31.7
yuqing 49 23.8
adela cristina 48 38.3
adriana laura 48 35.6
adriana lorena 48 26.3
agate 48 35.9
aglaia 48 43
aida esther 48 50.3
alexandra catalina 48 23.3
alexandra valentina 48 14.4
alexia carmen 48 12.8
alfiya 48 44.3
alicia josefa 48 53.4
america maria 48 48.9
ana celeste 48 31.9
ana flavia 48 28.6
ana florentina 48 44.4
ana jacqueline 48 39.8
andrea katherine 48 22
anet 48 22.4
angela milagros 48 51.5
antonia amparo 48 61.9
april 48 23.4
araiz 48 28.8
arena 48 16.5
arkia 48 57.8
arume 48 17.3
asensia 48 66.2
atena 48 40.4
aurora dolores 48 56.6
ayleen 48 10.4
bernadett 48 33.9
blanca lourdes 48 41.4
blanca mar 48 41
camelia mihaela 48 33.7
carmen herminia 48 52.9
carmen loreto 48 42.9
carmen olivia 48 44.8
carmen regina 48 50.2
carmen socorro 48 55.7
carmiña 48 41.6
chunli 48 38.7
cindy lorena 48 24.4
clara dolores 48 48.4
concepcion rosario 48 53.8
crecencia 48 63.5
cristina angela 48 36.6
cristina iuliana 48 30.5
cristina liliana 48 36.2
cristina nieves 48 36.3
daniela georgiana 48 24.4
daylin 48 26.1
deicy 48 41.3
dunya 48 10.7
elena eugenia 48 46.2
elena soledad 48 39.7
emma elizabeth 48 31.1
erika fernanda 48 22.6
erika lorena 48 26.2
esther rosa 48 49.5
eucaris 48 50
eva lourdes 48 37.9
fatima cristina 48 34.3
faty 48 28.6
flora carmen 48 55
florentina mihaela 48 27.6
francisca alejandra 48 36.6
francisca angela 48 57.4
friederike 48 45.5
gema victoria 48 30.6
gladys rocio 48 40.2
gladys susana 48 50.7
gloria carolina 48 33.2
gloria elisa 48 45.2
grazina 48 46.4
gumercinda 48 50.1
haixia 48 35.6
herculina 48 75.9
hinda 48 27.3
honorinda 48 70.5
ico 48 18.1
idoya maria 48 38.5
ilana 48 20.4
ilenia maria 48 21.5
irenea 48 67.5
isabel amalia 48 49.3
ismaela 48 72.7
iulia alexandra 48 18.8
iustina 48 31.7
jacqueline marie 48 63.1
jadiyetu 48 38.3
janet patricia 48 55.4
jinying 48 40.9
johanna gabriela 48 26.3
josefa laura 48 54
josefina altagracia 48 46.6
juana andrea 48 55.5
juli 48 49.3
julia alicia 48 52
julia elvira 48 58.6
katty elizabeth 48 33.3
kerry 48 34.8
khaira 48 27.9
laritza 48 29.2
laura liliana 48 36.4
laura magdalena 48 37.9
laura michelle 48 19.7
laura tatiana 48 19.9
leilei 48 26.8
lele 48 20.2
leydi 48 30.8
lidia patricia 48 34.8
liliana gabriela 48 36
liliana margarita 48 40.1
liliana raquel 48 37.4
linda elizabeth 48 57
lucely 48 44.3
lucia milagros 48 38.2
ludivia 48 48.4
maria baños 48 49.9
maria braulia 48 62.2
maria dorita 48 66.3
maria eustaquia 48 61.3
maria fuentes 48 48.5
maria nicole 48 16.1
maria roca 48 53.5
maria rolindes 48 67.3
maria samanta 48 33
maria thais 48 30.9
mariela andrea 48 36.1
marina alexandra 48 21.8
marjorie alexandra 48 33.9
marleen 48 34.5
marta guadalupe 48 34.8
martha cristina 48 40.9
matilde rosario 48 56.1
meiyu 48 41.6
meiyun 48 37.6
milagros mercedes 48 46
minerva carmen 48 27.2
miren arrate 48 44.9
miren iratxe 48 43.1
miren koro 48 50.1
miriam susana 48 44.3
monica vanessa 48 30.2
nailya 48 44.7
nancy raquel 48 39.5
naouar 48 21.1
nicoleta ramona 48 29.9
nicolina 48 49.7
norma alexandra 48 33.8
norma noemi 48 47.9
oana gabriela 48 24.1
olga belen 48 39.7
onditz 48 28.5
osiris 48 28.8
oulaya 48 23.8
phyllis 48 68.5
piedrasanta 48 61.3
pilar consuelo 48 56.6
pilar gloria 48 58.1
pilar jesus 48 46.8
rachael 48 30.1
raquel esperanza 48 41.3
raquel patricia 48 32.8
rita lucia 48 38.6
rosa purificacion 48 53.7
rosamaria 48 53.7
rosario antonia 48 58.4
rossana elizabeth 48 33.4
rufina maria 48 53.4
sandra jacqueline 48 40.7
sandra margaret 48 64.1
sara veronica 48 26.9
sarah ann 48 45.6
shuhua 48 44.3
shuping 48 42.4
sidney 48 21.1
simona mariana 48 33
sophie louise 48 23
soubiha 48 33.5
sulaima 48 11.4
tania pino 48 23.1
tania raquel 48 28.6
teresa amparo 48 56.5
teresa julia 48 56.3
teresa nieves 48 53.2
ulla 48 53.4
veronica carolina 48 30.4
voica 48 53.9
wendy vanessa 48 25.8
wenjie 48 27.5
ximena rocio 48 37.2
xuewei 48 35.3
yolanda inmaculada 48 42.5
yoshiko 48 51.5
yuly andrea 48 28.3
zorayda 48 38.9
abby 47 9.9
adoracion carmen 47 50.9
agneta 47 49.1
agnieszka ewa 47 36
aldara maria 47 23
alejandra mercedes 47 31
alexandra bianca 47 16.7
alexandra maribel 47 34.8
almudena isabel 47 30.2
amalfi 47 49
amena 47 26.6
amy elizabeth 47 25.7
ana adelina 47 48.9
ana jimena 47 26.1
ana juliana 47 50.1
andrea silvana 47 36.2
andrea susana 47 35.2
angela margaret 47 61.9
angeles victoria 47 52.2
antonia alicia 47 53.1
antonia emilia 47 64.2
arely 47 26.1
arima 47 19
arminda maria 47 39.1
aroua 47 8.1
avelina maria 47 56.2
bartola 47 57.3
beatriz andrea 47 24.8
bing 47 33.2
blanca dolores 47 47.7
caren 47 23.9
carla elizabeth 47 22.3
carmen claudia 47 33.8
carmen narcisa 47 44.6
carmen ruth 47 39.4
clara emilia 47 47.4
claudia ionela 47 25.8
claudia valeria 47 26.1
cleo 47 8.4
concepcion rocio 47 36.6
cristine 47 38.7
dalida 47 44
danna sofia 47 6.1
daray 47 5.9
diana lizeth 47 26.8
diva 47 41.5
dolores fatima 47 47.5
dolores gema 47 41.9
dolores luisa 47 62.9
dua 47 4.7
dunixe 47 18.1
edel 47 24
edith carmen 47 46.1
edmunda 47 73.8
edna maria 47 45.2
elena ioana 47 25.8
elissa 47 24.6
elvira angeles 47 56.4
emilia margarita 47 56.9
enriqueta carmen 47 66.4
erasma 47 59.6
erika elena 47 18.4
erika viviana 47 27.5
estela isabel 47 30
esther montserrat 47 43.3
esther noemi 47 33.4
fatima concepcion 47 37.9
feriel 47 17.1
fernanda elizabeth 47 23.5
florentina daniela 47 29.9
flori 47 37.1
georgiana daniela 47 23.8
giannina 47 30.2
gloria asuncion 47 49.5
gloria mabel 47 40.2
graciela cristina 47 51
graciela liliana 47 53.6
heidrun 47 62.8
huimin 47 25.1
ibtissem 47 24.4
ingrid elizabeth 47 36.5
inmaculada pino 47 40.7
inmaculada teresa 47 42.3
ionela mirela 47 30.7
ionela roxana 47 23.4
irene angeles 47 35.2
isabel monica 47 44.8
isabel natividad 47 50.7
isel 47 25.6
isis maria 47 27.6
itahisa maria 47 24.4
izabela maria 47 25.9
jesica carmen 47 29.8
jessica louise 47 20.6
josefa irene 47 64.1
josephine mary 47 66.7
julia inmaculada 47 43.3
lanying 47 48.8
larisa ioana 47 12.5
laura guadalupe 47 29.7
lorena natalia 47 31.4
loyola 47 23.6
luci 47 36.3
lucienne 47 60.8
luisa eugenia 47 54.3
luz adiela 47 47.3
manuela alejandra 47 30.7
manuela angela 47 60.6
marey 47 11.6
maria berenice 47 47.8
maria cielos 47 48.5
maria daria 47 44.8
maria jesus pilar 47 65.2
maria maravilla 47 55.7
maria melida 47 54.1
maria ola 47 40.4
maria roberta 47 40.5
maria sixta 47 51.7
maria soledat 47 53.1
maria teresa isabel 47 63.4
mariana rocio 47 32.9
mariana rodica 47 38.2
marinella 47 39.8
maritza isabel 47 42.7
marlene carmen 47 39.7
martha graciela 47 47.4
medina 47 39.6
meihong 47 41.7
mercedes esperanza 47 52.5
mette 47 48.6
michelle elizabeth 47 26.8
mihaela catalina 47 30
mihaela corina 47 34.4
milagros altagracia 47 46.1
milenka 47 25.8
miren elixabet 47 48.2
mireya carmen 47 33.8
miriam angeles 47 30.6
mirta maria 47 52.4
mitra 47 43.1
montsant 47 17
nahida 47 29.5
nansi 47 24.6
naoko 47 38.8
navidad 47 66.1
navneet 47 16.6
nayara pino 47 10.8
neluta 47 43.5
neysa 47 18.2
nicoleta simona 47 34.7
norma yolanda 47 45.1
nuria ana 47 37.8
nuria jose 47 41.3
oana georgiana 47 24
patricia jacqueline 47 44.6
paula ana 47 25.9
paula concepcion 47 40.9
paulina alexandra 47 32.1
purificacion isabel 47 54
raquel irene 47 39.2
raquel rosario 47 36.5
rayan 47 10.2
rebeca alexandra 47 12.4
roberta maria 47 24.3
rocio beatriz 47 30.9
rocio lourdes 47 33.2
rocio teresa 47 29.8
rosa amada 47 51
rosario mar 47 39.9
rosario soledad 47 48.6
ross mery 47 40.5
ruska 47 49.8
sandra maritza 47 37.5
sara francisca 47 42.3
sawsan 47 25.4
shabnam 47 36.8
shuqin 47 41.3
shuyi 47 14.8
silvia esperanza 47 39.8
silvia lourdes 47 42.9
sima 47 33.4
sofia ana 47 24
soledad pilar 47 51.3
suelen 47 27.1
suhua 47 45.7
susan jean 47 61.8
susana andrea 47 32.3
tatiana alejandra 47 23.9
tess 47 14.7
valentina carmen 47 33.7
valeria fernanda 47 25.2
victoria rosario 47 43.1
virtuosa 47 77.8
xiaofei 47 34
xueyan 47 34.7
yaniris 47 30.2
yonaida 47 23.6
yuhong 47 34.7
zeina 47 28.4
adela elena 46 36.8
adita 46 62.9
agata maria 46 36.3
aichetou 46 30.8
aikaterini 46 33.5
ainhoa valentina 46 4.2
alba dolores 46 23.3
aleksandrina 46 27.3
alicia lourdes 46 39.3
alicia marina 46 40.7
amparo josefa 46 60.6
ana helena 46 27.4
ana maria lourdes 46 58.2
ana maria mar 46 50.4
ana maria mercedes 46 53.4
anahis 46 6.6
anastasija 46 22.4
andrea claudia 46 28.7
angela jesus 46 47.6
angela julia 46 53.6
aniela 46 29.6
anita rocio 46 47
anna katharina 46 32.1
anna lisa 46 39.3
antonia candelaria 46 54.4
antonia trinidad 46 56.9
aramita 46 67.2
argelia maria 46 54
astghik 46 36.4
aurelia carmen 46 61.3
aurore 46 33.7
ayde 46 37.3
aynoa 46 15.9
azucena pilar 46 47
balbanera 46 73.8
beatrice elena 46 15.5
beatriz esther 46 41.4
biotza 46 41
blanca soledad 46 41.6
blanca stella 46 53.5
britt 46 51.4
brunhilde 46 71.6
cala 46 7
carina elizabeth 46 33.8
carolina eugenia 46 36
caroline elizabeth 46 40.4
catia alexandra 46 27.1
cherkaouia 46 39.4
cira maria 46 40
clara sofia 46 17.7
clavelina 46 69
concepcion ana 46 56
cristina aurora 46 33.7
cristina lourdes 46 32.8
dagmara 46 32.7
daniela filipa 46 18.8
daniela florina 46 30.1
daniela liliana 46 37.1
dayana michelle 46 17.5
desire maria 46 27
doua 46 8.7
edite 46 49.9
elena cornelia 46 35.2
eleodora 46 66.5
elis 46 19.9
elisa angeles 46 52.2
elisabeta maria 46 28.1
elsa noemi 46 49.7
elsa yolanda 46 47.3
elvira mercedes 46 51.6
elzbieta maria 46 51.1
emma cristina 46 29.5
encarnacion rosario 46 51.2
estefania pino 46 25.2
eusebia maria 46 54
fabiane 46 33.7
fanny patricia 46 42.1
fiorela 46 17.3
florentina elena 46 31.9
francisca amalia 46 60.6
francisca laura 46 47.3
francisca rafaela 46 60.9
gizane 46 32.6
gloria emilia 46 51.1
gloria luisa 46 52.5
gloria nieves 46 51.3
gracia belen 46 33.5
gregoria pilar 46 67.9
guadalupe rocio 46 40.4
guoying 46 48.3
hardeep 46 31
henedina 46 58.4
hlalia 46 47.7
horacia 46 68.7
imperio 46 68.4
ines manuela 46 46.8
ingrid paola 46 28.2
inmaculada angeles 46 41.6
ioana diana 46 21.5
iris yolanda 46 41.1
janet anne 46 62.8
jasmeen 46 11.3
jenny lorena 46 31.4
jinyu 46 35.3
jinzhu 46 44
julia carolina 46 35.8
kadija 46 21.3
karina gabriela 46 26.5
katherine gabriela 46 20.2
katherine vanessa 46 23.1
kathleen margaret 46 68.9
kelly tatiana 46 19.5
kora 46 11.5
laura graciela 46 42
laura josefina 46 41.7
laura juliana 46 25
lidia marina 46 46.5
liliana mariana 46 35.9
lita 46 49.5
lucia emilia 46 35.7
lucia encarnacion 46 43.5
lucia lourdes 46 38.4
lucia magdalena 46 42.9
lucia montserrat 46 38.2
luisa ines 46 52
luisa rosa 46 62
luiza maria 46 24.8
luz nancy 46 46.5
maria adiela 46 56
maria barka 46 48.2
maria consejo 46 66.2
maria elicia 46 62
maria hitos 46 46.1
maria iranzu 46 38
maria linda 46 47.7
maria pilar rosario 46 63.2
maria rosell 46 37.7
maria yugo 46 56.6
maria zita 46 54.7
mariana carolina 46 28.2
mariana loredana 46 29.8
marie carmen 46 46.7
marina elizabeth 46 37
marina julia 46 48.6
marlene maria 46 39.6
marlis 46 57.8
marta amparo 46 36.3
marta gabriela 46 26.2
martha teresa 46 47.1
mary catherine 46 60.5
meifen 46 42.1
meike 46 44.9
meili 46 34.5
mercedes eugenia 46 51.7
mercedes juana 46 56.1
mercedes milagros 46 53.5
mihaela mirela 46 32
milagros valle 46 40.5
mirene 46 22.8
miriam cecilia 46 42.6
miriam rosario 46 36.1
monica inmaculada 46 41.8
monica luisa 46 43.1
monica margarita 46 41
monica marta 46 44.1
monica montserrat 46 38.8
monica paula 46 34.4
nancy fabiola 46 38.9
natalia concepcion 46 36.5
natalia dolores 46 39.5
natalia margarita 46 34.5
natalia pino 46 30.3
nelida esther 46 59.5
nicola louise 46 37.7
nicoleta madalina 46 25.8
nieves esther 46 52.4
nieves luisa 46 47.5
nirmine 46 7.6
paloma cristina 46 35.9
pamela margaret 46 65.7
patricia angelica 46 47.6
pilar milagros 46 56.8
ramona cristina 46 31.5
ravinder kaur 46 35.5
rayane 46 16.8
raymonde 46 74.3
regina celia 46 50.9
reina margarita 46 47.7
rodica mihaela 46 36.7
rosa cruz 46 55
rosa estrella 46 52.9
rosa monica 46 43.4
rosa soledad 46 48.2
rosario pino 46 47.8
salvadora maria 46 47.5
sandra leticia 46 36.8
sandra luz 46 44
sashka 46 41.7
sehrish 46 21.6
sheila patricia 46 45.5
silvina andrea 46 40.8
sofia gabriela 46 11.8
solomiya 46 18.4
sonata 46 37.7
sonia francisca 46 40.5
sonia guadalupe 46 42.1
sonia luisa 46 46.4
sonia yolanda 46 43.9
tatiana alexandra 46 24.7
tatiana andrea 46 24.7
tatiana carolina 46 24.9
teresa magdalena 46 47.6
teresa montserrat 46 55.2
uxoa 46 24.2
venecia 46 44.5
veronica margarita 46 39.4
veronica natalia 46 33
veronica susana 46 35.4
weijing 46 29.5
yadira elizabeth 46 32.7
yessica paola 46 25.3
yili 46 29
yolanda ana 46 43.4
yolanda rosario 46 43.7
yolanda victoria 46 48.7
yrene 46 54
yrma 46 47.2
zaima 46 38.6
zhang 46 39.1
zheng 46 34.3
zoila esperanza 46 50.9
zoila margarita 46 47
zorka 46 43
adalgiza 45 47.8
agnieszka monika 45 34.6
aguas vivas 45 53.2
aida beatriz 45 44.7
aida patricia 45 38.5
aijuan 45 43.3
ailan 45 49.8
alba liliana 45 41.7
alexandra florina 45 20.2
allison nicole 45 12.9
amagoya 45 39.7
amanda carmen 45 26.7
aminetou 45 30.4
ana angustias 45 44.8
ana aranzazu 45 42.2
ana belkis 45 40.8
ana pastora 45 45.4
anne christine 45 58.2
antonia vanesa 45 32
araceli isabel 45 44.3
arevik 45 30.9
asmahan 45 23.1
asuncion teresa 45 60.4
aura rosa 45 54.3
azara 45 17.8
batoula 45 52.5
beatriz antonia 45 47
beatriz rosa 45 46.3
beatriz sofia 45 29
berna 45 42.3
beronica 45 34.2
bihotz 45 26.9
blanca ligia 45 55
blanca luisa 45 50.1
blanca noemi 45 41.9
brenda carmen 45 23.7
brenda carolina 45 24
brigita 45 28.4
carmen amaya 45 46.4
carmen nerea 45 20.2
carmen tulia 45 54.9
carolina sofia 45 24.2
casandra maria 45 23.4
catalina juana 45 53
cel 45 10.4
clara marina 45 34.6
claudia nicoleta 45 27.8
concepcion francisca 45 58.9
constança 45 24
crina maria 45 27.6
cristina encarnacion 45 37.1
cristina florina 45 29.4
cristina guadalupe 45 32.5
cristina lorena 45 30.5
dalma 45 26.5
dayane 45 22.9
debla 45 23.7
delia cristina 45 33.7
denisa georgiana 45 15
denka 45 45.6
diana marina 45 30
diana roxana 45 21.9
dolores juana 45 61.5
dora beatriz 45 52.3
dorina maria 45 36.7
edelfina 45 70.4
eduarda maria 45 43.9
el kamla 45 50
elcira 45 61.9
elena gloria 45 49.2
elizabeth patricia 45 45.1
elvia rosa 45 54.9
emma sofia 45 15.9
esther alicia 45 44.2
eva marta 45 38.2
eva montserrat 45 38.6
faten 45 24.9
fatima beatriz 45 35.2
fatima elizabeth 45 29.2
flaviana 45 50
francisca consuelo 45 60.6
francy 45 41.2
gabriela laura 45 34.4
galadriel 45 15.4
gislaine 45 35.9
gladys marina 45 49.7
gloria matilde 45 53.5
goundo 45 22.9
grete 45 63.7
hadjira 45 34.1
hasbia 45 50
hermila 45 72.2
hilda isabel 45 47.2
hope 45 27.7
hosnia 45 39.2
iliane 45 16.8
ioana adriana 45 26.5
ioulia 45 40.6
iraides 45 35.9
isabel begoña 45 48.4
isabel candelaria 45 48.4
isabel olga 45 54
isabelle marie 45 44.4
isacia 45 75
iuliana elena 45 28
jane ann 45 54.9
jennifer vanessa 45 22
jenny marcela 45 31
joana filipa 45 23.2
joanne elizabeth 45 44.6
josefa purificacion 45 63.6
juana agustina 45 57.6
juana evangelista 45 54
juana montserrat 45 53.3
julia belen 45 37
julia vicenta 45 54.7
kamilla 45 24.8
karlota 45 13.7
katarzyna barbara 45 36
keltse 45 21.9
kiara carmen 45 14.2
kostadinka 45 42.9
lady johana 45 27.3
larisa gabriela 45 15
laura diana 45 26.8
laura julia 45 32.5
laura marie 45 28.3
laura montserrat 45 30
leidy lorena 45 26.3
libertad maria 45 32.5
lira 45 29.5
llarina 45 20.6
luz eliana 45 38.5
luz maribel 45 36.9
madalina georgiana 45 21
manuela ana 45 57.9
marcia alexandra 45 33
maria ainara 45 19.2
maria angeles isabel 45 62
maria aurita 45 67.7
maria brenda 45 34.5
maria chiara 45 30.3
maria cynthia 45 33.5
maria flor lis 45 54.7
maria louise 45 49.4
maria lupe 45 52
maria samantha 45 36.5
maria sherezade 45 27.9
maria teodosia 45 57.7
maria valdefuentes 45 43.1
mariana ionela 45 29.9
mariana ramona 45 32.5
mariana victoria 45 32.7
marie rose 45 60.4
mariela fernanda 45 35
marite 45 52.4
marta ester 45 49.5
martina pilar 45 43.7
masiel 45 24.5
meilan 45 44.9
mengting 45 16.9
mercedes francisca 45 56
mercedes gloria 45 54.3
milagrosa carmen 45 44.7
mirena 45 28.4
mirtha graciela 45 37.1
monica concepcion 45 38.6
monica esperanza 45 40.2
monica estefania 45 28.8
monica irene 45 40.6
monica soledad 45 38.5
